,System 1,System 2,System 3,System 4,System 5,System 6,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,M1 STA,DM1 STA,M2 STA,DM2 STA,M3 STA,DM3 STA,M4 STA,DM4 STA,M5 STA,DM5 STA,M6 STA,DM6 STA,LQR Value function,LQR Integral value function,Control 1,Control 2,Control 3,Control 4,Control 5,Control 6
41,5.02,4.98,5.05,5.15,4.99,5.1,5.2568988604006055,5.2568988604006055,5.2568988604006055,5.2568988604006055,5.2568988604006055,5.2568988604006055,0.2139234288611588,-0.013309894622884108,0.3026377230631006,0.2879170022868654,0.2043085256055695,0.08744413386875793,0.11748364755753958,0.08261590297266676,0.2825206524700719,-0.013676609492874081,0.1489759917136881,0.08451305210599001,3024.9107586843456,113741.42131914511,-24.868302828789076,-60.30953629488789,-31.918326695194576,-20.34628735384659,-28.153306290825146,-26.078183441025356
42,5.1,4.88,5.05,5.17,5.0,5.19,5.263128718184565,5.263128718184565,5.263128718184565,5.263128718184565,5.263128718184565,5.263128718184565,0.20005379732822742,-0.06329658472826123,0.3222368163464149,0.3376290852845785,0.21061361123871886,0.13735668973488918,0.10882868338328047,0.03253328706969409,0.2737460701906273,-0.0636629328833812,0.1331479160127076,0.034428539053884016,3127.504889263148,116868.92620840826,-11.547029559180833,-77.16623372922228,-37.73304125625246,-13.66057337366488,-22.581468565967537,-11.63955752746927
43,5.07,4.93,5.06,5.13,5.02,5.14,5.269355978994305,5.269355978994305,5.269355978994305,5.269355978994305,5.269355978994305,5.269355978994305,0.19763580260427902,-0.11323328814353298,0.3331412834632818,0.38729145619929395,0.2096487778626169,0.0872193330451543,0.11952842486637683,0.08250075378262439,0.2634652984122196,-0.11359926995049782,0.12966433113416745,-0.015605889485169867,3134.4622369367366,120003.388445345,-10.416312914894808,-77.41499358744136,-32.14905254794305,-23.91607771059306,-15.913392779419564,-12.713321861028934
44,5.09,4.95,5.09,5.1,5.04,5.14,5.275580581369276,5.275580581369276,5.275580581369276,5.275580581369276,5.275580581369276,5.275580581369276,0.18971805763032104,-0.16312005485538944,0.33146391887336085,0.33690416474309465,0.20100296555827202,0.03713211371210913,0.13443910596348455,0.13241825302884178,0.25204660983732713,-0.1634856706805473,0.13399363779393442,0.0344097164043153,3188.253598460633,123191.64204380564,-3.7568586255839684,-70.70089806313257,-24.361399343994442,-33.059604587686984,-9.253389265333531,-18.54677275184223
45,5.13,4.96,5.11,5.05,5.04,5.13,5.281802463875166,5.281802463875166,5.281802463875166,5.281802463875166,5.281802463875166,5.281802463875166,0.17621398287870427,-0.21295693480053407,0.32860393456379605,0.2865672605783516,0.19092039115948262,-0.012905018401602984,0.15435071063294356,0.18228583477581295,0.24408690441096748,-0.21332218500986677,0.14221072414097408,0.08437530668791099,3227.793227392624,126419.43527119826,5.111482417878181,-65.1061676460598,-17.687991424690004,-44.41485940895195,-4.812484023042955,-25.483814950091375
46,5.03,5.04,5.07,5.17,5.01,5.1,5.288021565104504,5.288021565104504,5.288021565104504,5.288021565104504,5.288021565104504,5.288021565104504,0.19106941442360564,-0.16274397786573352,0.3141087828849425,0.23628069331777324,0.20047788109812728,0.03710788661679862,0.14458309463037416,0.13210354894103715,0.2527624133287409,-0.16310886282485693,0.15575434682408967,0.13429093138122308,3139.4773082475017,129558.91257944577,-11.811361461176276,-51.77225476701708,-27.952629650759263,-26.66104132149685,-13.987553414516668,-34.63319805784306
47,5.08,4.97,5.07,5.15,5.02,5.15,5.294237823677275,5.294237823677275,5.294237823677275,5.294237823677275,5.294237823677275,5.294237823677275,0.19838360873568725,-0.1125812338878678,0.32219606918582117,0.28604441262445546,0.20989703836431095,0.08707077873018182,0.14464465894504955,0.08197144539209612,0.2596712568260819,-0.11294575396203206,0.15050259789922363,0.08415664044984185,3092.6453820070997,132651.55796145287,-12.127799435938535,-65.34413183033355,-33.789034914979105,-24.408486565139505,-18.732852265565995,-24.63184856525027
48,5.1,5.02,5.17,5.05,5.05,5.09,5.300451178241514,5.300451178241514,5.300451178241514,5.300451178241514,5.300451178241514,5.300451178241514,0.1997876448568267,-0.062468652653979925,0.31247537734582903,0.235758368211831,0.19364616390916342,0.03698370795145163,0.16483647717482558,0.13188947394670403,0.2525208536129422,-0.16283280820807003,0.16588430121648556,0.13407248380939202,3090.1735415293792,135741.73150298223,-15.762872290761969,-55.33501794407366,-18.254067648336882,-41.31712367544448,-10.964121844941948,-37.11088225818104
49,5.09,5.03,5.14,5.05,5.02,5.16,5.306661567473921,5.306661567473921,5.306661567473921,5.306661567473921,5.306661567473921,5.306661567473921,0.20675715050459442,-0.01240618400132594,0.30316576348143903,0.18552260984361918,0.18396616148418996,-0.013053275756499824,0.18417212846624328,0.1817575844727573,0.26172632822924385,-0.11266997539986197,0.1587403773334968,0.08393841132558262,3072.6952129954175,138814.42671597766,-22.719386306135835,-49.75830327869128,-17.115604283272813,-47.15563113801886,-20.143608100928873,-24.89224932028838
50,5.04,5.05,5.14,5.08,5.07,5.06,5.3128689300804615,5.3128689300804615,5.3128689300804615,5.3128689300804615,5.3128689300804615,5.3128689300804615,0.22185365812866284,0.03760622218267539,0.2926733811043577,0.13533708723377558,0.17733105871317997,-0.06304022248074333,0.1990459432717112,0.23157582688828454,0.2520985676268246,-0.16255730542446212,0.17782924721669022,0.13385447291425706,3036.1982828184864,141850.62499879615,-34.10906938705141,-43.07608862233021,-12.656575045139082,-49.67177479250276,-10.154257331593028,-41.81420707066274
